games_id,na_sales_in_millions,pal_sales_in_millions,jp_sales_in_millions,other_sales_in_millions,global_sales_in_millions,total_shipped_in_millions
3242,,,0.02,,0.02,
3243,,,0.03,,0.03,
3244,0.12,0.05,,0.02,0.19,
3245,0.29,1.18,0.54,0.41,2.41,
3246,0.3,1.27,0.46,0.26,2.28,
3247,0.34,0.97,0.55,0.32,2.19,
3248,0.11,1.34,0.4,0.26,2.11,
3249,0.04,1.1,0.32,0.13,1.59,
3250,,,0.23,,0.23,
3251,,,0.15,,0.15,
3252,,,,,,6.0
3253,0.32,0.13,,0.07,0.52,
3254,0.14,0.02,,0.02,0.18,
3255,0.11,,,0.01,0.12,
3256,0.07,0.03,,0.01,0.1,
3257,0.08,,,0.01,0.09,
3258,,,0.05,,0.05,
3259,,,0.07,,0.07,
3260,0.5,0.37,0.1,0.15,1.11,
3261,0.18,0.15,,0.06,0.39,
3262,0.13,0.17,,0.06,0.36,
3263,0.1,0.06,,0.02,0.19,
3264,0.06,0.04,0.01,0.02,0.13,
3265,0.1,0.04,0.04,0.02,0.2,
3266,0.08,0.0,,0.01,0.09,
3267,0.1,,,0.01,0.11,
3268,0.27,0.04,,0.04,0.35,
3269,0.25,,,0.02,0.27,
3270,0.07,,,0.01,0.08,
3271,,,0.27,,0.27,
3272,,,0.26,,0.26,
3273,,,0.21,,0.21,
3274,,,0.18,,0.18,
3275,,,0.11,,0.11,
3276,,,0.07,,0.07,
3277,,,0.03,,0.03,
3278,,,,,,
3279,,,,,,
3280,,,,,,
3281,,,0.11,,0.11,
3282,,,0.07,,0.07,
3283,,,0.04,,0.04,
3284,,,0.02,,0.02,
3285,,0.0,,0.0,0.0,
3286,,,,,,
3287,0.09,,0.0,0.02,0.11,
3288,,,0.08,,0.08,
3289,,,0.11,,0.11,
3290,,,0.08,,0.08,
3291,,,0.07,,0.07,
3292,,,0.03,,0.03,
3293,,,0.17,0.0,0.17,
3294,,,0.13,,0.13,
3295,,,0.06,,0.06,
3296,0.01,,,0.0,0.02,
3297,,0.0,,0.0,0.0,
3298,,,,,,
3299,0.22,0.09,0.04,0.07,0.42,
3300,,,0.03,,0.03,
3301,,,0.02,,0.02,
3302,,,0.02,,0.02,
3303,0.28,0.29,,0.17,0.75,
3304,0.04,0.0,0.02,0.0,0.06,
3305,,,,,,
3306,,,,,,
3307,,,,,,
3308,,,0.01,,0.01,
3309,0.02,0.53,0.19,0.25,0.98,
3310,0.09,0.33,0.2,0.18,0.8,
3311,0.04,0.33,0.26,0.17,0.8,
3312,0.05,0.3,0.29,0.16,0.79,
3313,0.11,0.12,0.29,0.07,0.58,
3314,,,0.16,,0.16,
3315,,,,,,
3316,0.32,0.26,0.12,0.17,0.87,
3317,0.19,0.07,0.12,0.05,0.44,
3318,0.03,0.19,0.1,0.1,0.42,
3319,0.13,0.05,0.14,0.03,0.35,
3320,,0.03,0.18,0.01,0.23,
3321,,,0.16,,0.16,
3322,0.09,0.03,,0.02,0.13,
3323,0.46,0.42,0.96,0.25,2.08,
3324,0.38,0.35,0.38,0.09,1.19,
3325,0.26,0.01,0.26,0.17,0.69,
3326,0.02,0.0,0.02,0.0,0.04,
3327,0.11,0.01,0.05,0.01,0.18,
3328,0.04,0.0,,0.0,0.04,
3329,0.22,0.16,0.04,0.1,0.52,
3330,0.09,0.13,0.01,0.07,0.31,
3331,0.01,,,0.0,0.01,
3332,0.14,0.0,,0.01,0.15,
3333,,,0.01,,0.01,
3334,,,0.13,,0.13,
3335,0.01,0.88,0.31,,1.2,
3336,0.01,0.72,0.12,0.01,0.86,
3337,0.05,,,0.0,0.06,
3338,0.01,,,0.0,0.01,
3339,0.05,0.0,,0.0,0.06,
3340,0.0,0.0,,0.0,0.0,
3341,0.1,0.0,,0.01,0.11,
3342,0.02,0.0,,0.0,0.02,
3343,,,0.01,,0.01,
3344,0.17,0.0,,0.01,0.19,
3345,0.05,0.0,,0.0,0.05,
3346,0.09,,,0.01,0.1,
3347,0.03,,,0.0,0.03,
3348,,,0.03,,0.03,
3349,0.1,0.0,,0.01,0.11,
3350,0.08,0.0,,0.02,0.1,
3351,0.05,0.0,,0.01,0.06,
3352,0.01,,,0.0,0.01,
3353,,,0.11,,0.11,
3354,0.04,,,0.0,0.05,
3355,,,0.06,,0.06,
3356,,,0.24,,0.24,
3357,,,0.24,,0.24,
3358,,,0.2,,0.2,
3359,,,0.2,,0.2,
3360,,,0.06,,0.06,
3361,,,0.31,,0.31,
3362,,,0.27,,0.27,
3363,,,0.15,,0.15,
3364,,,0.09,,0.09,
3365,,,,,,
3366,,,,,,
3367,,,,,,
3368,,,,,,0.5
3369,,,,,,
3370,,,,,,
3371,0.03,,,0.0,0.03,
3372,0.07,0.05,0.03,0.01,0.17,
3373,,,0.19,,0.19,
3374,0.11,0.13,0.11,0.02,0.38,
3375,0.05,0.03,,0.01,0.09,
3376,0.08,0.0,0.03,0.01,0.12,
3377,0.16,0.04,,0.02,0.21,
3378,,,0.07,,0.07,
3379,0.22,0.01,0.08,0.02,0.32,
3380,0.15,,0.03,0.01,0.19,
3381,0.21,,,0.02,0.22,
3382,0.07,,0.0,0.01,0.08,
3383,0.07,,,0.01,0.08,
3384,,0.02,,0.0,0.02,
3385,,,0.0,,0.0,
3386,,,,,,
3387,,,,,,
3388,0.14,0.0,0.01,0.01,0.16,
3389,0.09,0.01,,0.01,0.1,
3390,,,0.02,,0.02,
3391,0.01,,0.0,0.0,0.02,
3392,0.28,0.04,,0.02,0.34,
3393,,,,,,
3394,0.09,0.84,0.11,0.15,1.19,
3395,0.12,0.27,0.06,0.05,0.51,
3396,0.09,0.26,0.05,0.05,0.45,
3397,0.35,0.06,,0.03,0.44,
3398,0.07,0.1,0.03,0.02,0.22,
3399,0.08,0.08,0.03,0.02,0.21,
3400,,,0.07,,0.07,
3401,0.01,,,0.0,0.01,
3402,,,,,,
3403,0.11,0.02,0.02,0.01,0.16,
3404,0.22,0.19,0.01,0.05,0.47,
3405,0.03,0.0,,0.0,0.04,
3406,0.51,0.24,,0.07,0.82,
3407,0.42,,,0.03,0.45,
3408,0.24,0.16,,0.04,0.44,
3409,0.3,,,0.02,0.32,
3410,0.14,0.06,,0.02,0.22,
3411,0.07,0.0,,0.01,0.08,
3412,0.09,0.05,0.0,0.01,0.16,
3413,0.08,0.02,0.03,0.01,0.13,
3414,0.29,0.0,,0.02,0.31,
3415,,,0.06,,0.06,
3416,0.16,0.08,,0.02,0.26,
3417,0.09,0.0,,0.01,0.1,
3418,0.12,0.02,0.01,0.01,0.16,
3419,0.29,0.02,,0.02,0.33,
3420,0.23,0.04,,0.02,0.29,
3421,0.07,,,0.01,0.08,
3422,0.07,,,0.01,0.08,
3423,0.08,,,0.01,0.08,
3424,0.06,,,0.01,0.07,
3425,1.35,0.53,,0.19,2.07,
3426,0.94,0.48,0.01,0.15,1.58,
3427,0.26,0.14,,0.04,0.44,
3428,0.17,,,0.01,0.18,
3429,,,0.14,,0.14,
3430,,,0.08,,0.08,
3431,,,0.08,,0.08,
3432,,,0.04,,0.04,
3433,,,0.03,,0.03,
3434,,,,,,
3435,,,,,,
3436,,,0.12,,0.12,
3437,,,,,,
3438,,,,,,
3439,,,,,,
3440,,,,,,
3441,,,,,,
3442,,,,,,
3443,,,,,,
3444,,,,,,
3445,,0.0,,,0.0,
3446,,,,,,
3447,,,,,,
3448,,,,,,
3449,,,,,,
3450,,,,,,
3451,,,,,,
3452,,,,,,
3453,,0.07,,0.02,0.09,
3454,,0.05,,0.01,0.06,
3455,,0.01,,0.0,0.01,
3456,,0.01,,0.0,0.01,
3457,,0.01,,0.0,0.01,
3458,,,,,,
3459,,0.0,,0.0,0.0,
3460,,,,,,
3461,,,,,,
3462,,,,,,
3463,,,,,,
3464,,,,,,
3465,,0.0,,0.0,0.0,
3466,,,,,,
3467,,,,,,
3468,,0.01,,0.0,0.01,
3469,,0.0,,0.0,0.0,
3470,,,,,,
3471,,,,,,
3472,,,,,,
3473,,0.0,,0.0,0.0,
3474,,0.0,,0.0,0.0,
3475,,0.0,,0.0,0.0,
3476,,0.02,,0.0,0.02,
3477,,,,,,
3478,,,,,,
3479,,,,,,
3480,,,,,,0.18
3481,,,,,,
3482,,0.0,,0.0,0.0,
3483,,,,,,
3484,,,,,,
3485,,,,,,
3486,,,,,,
3487,,0.0,,0.0,0.0,
3488,,,,,,
3489,,,,,,
3490,,,,,,
3491,,,,,,
3492,,,,,,
3493,,,,,,
3494,,,,,,
3495,,,,,,
3496,,,,,,
3497,,,,,,
3498,0.22,0.08,,0.03,0.32,
3499,0.08,,,0.01,0.08,
3500,0.01,,,0.0,0.01,
3501,0.12,0.02,,0.01,0.14,
3502,0.13,,0.04,0.01,0.18,
3503,,,0.03,,0.03,
3504,0.08,,,0.01,0.08,
3505,0.08,0.9,0.04,0.05,1.07,
3506,0.13,0.76,0.03,0.09,1.0,
3507,0.12,0.58,0.03,0.08,0.81,
3508,0.09,0.44,,0.07,0.61,
3509,0.1,0.34,,0.06,0.5,
3510,0.25,0.1,,0.03,0.38,
3511,0.1,0.0,,0.01,0.11,
3512,0.12,,,0.01,0.12,
3513,0.1,,,0.01,0.11,
3514,0.08,,,0.01,0.09,
3515,0.04,0.0,,0.0,0.04,
3516,0.42,0.17,0.01,0.05,0.66,
3517,0.08,0.9,0.02,,1.0,
3518,0.09,0.0,,0.01,0.1,
3519,0.25,0.15,,0.04,0.45,
3520,0.13,0.12,,0.03,0.28,
3521,0.1,0.04,,0.01,0.15,
3522,0.06,0.03,0.0,0.01,0.1,
3523,0.06,0.06,0.04,0.01,0.17,
3524,0.07,,,0.01,0.08,
3525,0.07,0.01,0.04,0.01,0.13,
3526,0.05,,,0.0,0.05,
3527,0.26,0.03,,0.02,0.3,
3528,0.14,,,0.01,0.15,
3529,0.26,0.0,,0.02,0.29,
3530,0.15,0.02,0.02,0.01,0.2,
3531,0.08,,,0.01,0.09,
3532,0.46,0.0,,0.04,0.5,
3533,0.3,,,0.02,0.32,
3534,0.28,,,0.02,0.3,
3535,,,,,,
3536,0.03,0.02,,0.0,0.06,
3537,,,,,,
3538,,,0.1,0.01,0.11,
3539,,,,,,
3540,,,,,,
3541,,,,,,
3542,,,,,,
3543,,,,,,
3544,,,,,,
3545,0.01,0.01,,0.0,0.02,
3546,,,0.16,0.01,0.17,
3547,,,,,,
3548,,,,,,
3549,,,,,,
3550,,,,,,
3551,,,,,,
3552,,,,,,
3553,,,,,,
3554,,,0.09,0.01,0.1,
3555,,,,,,
3556,,,,,,
3557,0.15,0.1,0.38,0.04,0.68,
3558,0.21,0.14,0.21,0.04,0.6,
3559,,,,,,
3560,,,0.31,0.02,0.33,
3561,0.14,0.09,,0.02,0.25,
3562,,,0.08,0.01,0.09,
3563,0.02,0.01,,0.0,0.03,
3564,,,,,,
3565,,,,,,
3566,,,,,,
3567,,,,,,
3568,,,1.07,0.02,1.09,
3569,,,0.56,0.04,0.6,
3570,,,0.55,0.04,0.58,
3571,,,0.31,0.02,0.33,
3572,,,0.27,0.02,0.29,
3573,,,0.23,0.02,0.24,
3574,0.08,0.06,,0.01,0.15,
3575,,,,,,
3576,,,,,,
3577,,,,,,
3578,,,,,,
3579,,,,,,
3580,,,,,,
3581,,,,,,
3582,,,,,,
3583,,,,,,
3584,,,,,,
3585,,,,,,
3586,,,,,,
3587,,,,,,
3588,,,,,,
3589,,,,,,
3590,,,,,,
3591,,,,,,
3592,,,0.75,0.05,0.81,
3593,0.08,0.05,0.35,0.03,0.51,
3594,,,0.3,0.02,0.32,
3595,0.16,0.11,,0.02,0.29,
3596,0.16,0.11,,0.02,0.28,
3597,,,0.18,0.01,0.19,
3598,,,0.15,0.01,0.16,
3599,,,0.14,0.01,0.15,
3600,0.08,0.05,,0.01,0.14,
3601,0.07,0.05,,0.01,0.13,
3602,,,0.12,0.01,0.13,
3603,,,0.11,0.01,0.11,
3604,0.01,0.0,0.09,0.01,0.11,
3605,,,0.08,0.01,0.09,
3606,0.04,0.03,,0.0,0.07,
3607,0.03,0.02,,0.0,0.05,
3608,0.02,0.01,,0.0,0.04,
3609,0.01,0.01,,0.0,0.02,
3610,,,,,,
3611,,,,,,
3612,,,,,,
3613,,,,,,
3614,,,,,,
3615,,,,,,
3616,,,,,,
3617,,,,,,
3618,,,,,,
3619,,,,,,
3620,,,,,,
3621,,,,,,
3622,0.06,0.04,,0.01,0.1,
3623,,,,,,6.0
3624,0.66,0.45,,0.08,1.18,
3625,,,,,,
3626,0.71,0.48,0.3,0.1,1.6,
3627,,,,,,
3628,,,,,,
3629,,,,,,
3630,,,,,,
3631,,,0.06,0.0,0.06,
3632,,,,,,
3633,,,,,,
3634,,,0.9,0.06,0.96,
3635,,,0.36,0.03,0.39,
3636,,,0.33,0.02,0.36,
3637,,,0.02,0.0,0.02,
3638,,,,,,
3639,,,,,,
3640,,,,,,
3641,,,,,,
3642,,,,,,
3643,,,,,,
3644,,,,,,
3645,,,,,,
3646,,,0.71,0.05,0.76,
3647,0.02,0.02,0.35,0.03,0.42,
3648,,,0.39,0.03,0.41,
3649,0.06,0.04,,0.01,0.11,
3650,,,,,,
3651,0.01,0.01,,0.0,0.03,
3652,,,,,,
3653,,,,,,
3654,,,0.03,0.0,0.03,
3655,,,,,,
3656,,,,,,
3657,,,,,,
3658,,,,,,
3659,0.58,0.4,0.21,0.08,1.27,
3660,0.07,0.05,,0.01,0.13,
3661,0.14,0.09,0.19,0.03,0.45,
3662,0.07,0.05,,0.01,0.13,
3663,0.02,0.01,,0.0,0.04,
3664,,,,,,
3665,,,1.26,0.09,1.35,
3666,,,,,,
3667,,,0.04,0.0,0.04,
3668,,,,,,
3669,0.29,0.2,,0.03,0.52,
3670,0.09,0.06,,0.01,0.17,
3671,0.37,0.25,,0.04,0.67,
3672,0.04,0.02,,0.0,0.07,
3673,,,,,,
3674,,,,,,
3675,,,,,,
3676,,,,,,
3677,,,,,,
3678,,,,,,
3679,0.06,0.04,,0.01,0.11,
3680,,,,,,
3681,0.02,0.01,,0.0,0.04,
3682,,,,,,
3683,,,,,,
3684,1.37,0.44,,0.08,1.88,
3685,,,0.45,0.03,0.48,
3686,,,,,,
3687,,,0.06,0.0,0.07,
3688,,,,,,
3689,,,,,,
3690,,,,,,
3691,0.12,0.08,,0.01,0.21,
3692,,,0.26,0.02,0.28,
3693,,,,,,
3694,,,,,,
3695,0.02,0.02,,0.0,0.04,
3696,,,0.76,0.05,0.81,
3697,,,0.56,0.04,0.59,
3698,,,0.55,0.04,0.59,
3699,,,0.27,0.02,0.29,
3700,,,0.25,0.02,0.27,
3701,,,0.25,0.02,0.26,
3702,,,0.23,0.02,0.24,
3703,,,0.08,0.01,0.09,
3704,,,,,,
3705,,,,,,
3706,,,,,,
3707,0.22,0.06,,0.01,0.3,
3708,0.1,0.03,,0.0,0.13,
3709,0.09,0.03,,0.0,0.12,
3710,0.03,0.01,,0.0,0.04,
3711,0.06,0.02,,0.0,0.08,
3712,0.07,0.02,,0.0,0.1,
3713,0.02,0.01,,0.0,0.02,
3714,0.01,0.0,,0.0,0.01,
3715,,,,,,
3716,0.38,0.22,,0.03,0.62,
3717,0.23,0.07,,0.01,0.31,
3718,0.04,0.01,,0.0,0.05,
3719,0.02,0.01,,0.0,0.03,
3720,0.21,0.06,,0.01,0.28,
3721,0.14,0.04,,0.01,0.18,
3722,0.02,0.01,,0.0,0.03,
3723,,,,,,
3724,0.06,0.33,0.02,0.03,0.44,
3725,0.07,0.02,,0.0,0.09,
3726,0.06,0.02,,0.0,0.09,
3727,0.02,0.01,,0.0,0.03,
3728,0.01,0.0,,0.0,0.01,
3729,,,,,,
3730,,,,,,
3731,,,,,,
3732,0.04,0.01,,0.0,0.05,
3733,0.01,0.0,,0.0,0.01,
3734,0.01,0.0,,0.0,0.02,
3735,0.42,0.11,,0.02,0.54,
3736,0.32,0.09,,0.02,0.42,
3737,0.28,0.08,,0.01,0.38,
3738,,,,,,
3739,0.05,0.01,,0.0,0.07,
3740,0.01,0.0,,0.0,0.02,
3741,0.14,0.04,,0.01,0.18,
3742,0.01,0.0,,0.0,0.02,
3743,,,,,,
3744,,,,,,
3745,,,,,,
3746,0.02,0.02,,0.0,0.05,
3747,,,,,,
3748,,,,,,
3749,0.27,0.01,0.09,0.03,0.4,
3750,,,0.24,,0.24,
3751,,,0.19,,0.19,
3752,0.15,,,,0.15,
3753,,0.03,0.1,,0.13,
3754,0.05,0.0,,0.0,0.06,
3755,,,0.05,,0.05,
3756,,,0.03,,0.03,
3757,,,0.03,,0.03,
3758,,,0.03,,0.03,
3759,0.02,,,0.0,0.03,
3760,,,0.02,,0.02,
3761,,,0.02,,0.02,
3762,,,0.01,,0.01,
3763,0.0,,,,0.0,
3764,,,0.29,,0.29,
3765,,,0.19,,0.19,
3766,0.09,0.02,0.06,0.01,0.17,
3767,,,0.12,,0.12,
3768,,,0.11,,0.11,
3769,,,0.1,,0.1,
3770,,,0.09,,0.09,
3771,0.07,0.0,0.0,0.01,0.08,
3772,0.03,0.02,,0.0,0.06,
3773,,,0.05,,0.05,
3774,,,0.05,,0.05,
3775,,,0.04,,0.04,
3776,,,0.04,,0.04,
3777,,,0.03,,0.03,
3778,,,0.02,,0.02,
3779,,,0.16,,0.16,
3780,,,0.32,,0.32,
3781,0.18,0.03,,0.02,0.22,
3782,,,0.09,,0.09,
3783,,,0.07,,0.07,
3784,,,0.07,,0.07,
3785,,,0.05,,0.05,
3786,,,0.05,,0.05,
3787,0.01,0.0,0.02,0.0,0.03,
3788,0.01,0.0,,0.0,0.01,
3789,,,0.01,,0.01,
3790,,,0.01,,0.01,
3791,,,0.0,,0.0,
3792,,,,,,
3793,0.34,0.03,0.03,0.03,0.43,
3794,0.31,0.02,0.04,0.03,0.4,
3795,0.27,0.03,0.04,0.03,0.37,
3796,0.1,,,0.01,0.1,
3797,0.04,0.01,0.48,0.0,0.53,
3798,0.09,0.02,0.15,0.01,0.27,
3799,0.03,,,0.0,0.04,
3800,,,0.01,,0.01,
3801,,,0.01,,0.01,
3802,,,,,,
3803,,,0.44,,0.44,
3804,,,0.26,,0.26,
3805,,,0.23,,0.23,
3806,,,0.12,,0.12,
3807,,,0.11,,0.11,
3808,,,0.1,,0.1,
3809,,,0.1,,0.1,
3810,,,0.1,,0.1,
3811,0.06,0.01,,0.01,0.07,
3812,,,0.06,,0.06,
3813,,,0.04,,0.04,
3814,,,0.03,,0.03,
3815,,,0.03,,0.03,
3816,,,0.03,,0.03,
3817,,,0.01,,0.01,
3818,,,0.01,,0.01,
3819,,,0.0,,0.0,
3820,,,0.0,,0.0,
3821,,,,,,
3822,,,0.12,,0.12,
3823,,,0.08,,0.08,
3824,,0.02,0.06,0.0,0.08,
3825,,,0.08,,0.08,
3826,,,0.06,,0.06,
3827,,,0.05,,0.05,
3828,,,0.02,,0.02,
3829,,,0.01,,0.01,
3830,0.01,0.0,,0.0,0.01,
3831,,,,,,
3832,0.18,0.02,0.09,0.02,0.31,
3833,0.13,0.02,0.12,0.01,0.28,
3834,0.1,0.03,0.07,0.01,0.21,
3835,,0.01,0.04,0.0,0.05,
3836,,,,,,
3837,0.17,0.01,0.04,0.01,0.23,
3838,,,0.1,,0.1,
3839,,,0.02,,0.02,
3840,,,0.0,,0.0,
3841,0.05,0.0,,0.0,0.06,
3842,0.01,,,0.0,0.01,
3843,0.03,,,0.0,0.04,
3844,0.14,0.1,,0.03,0.27,
3845,0.05,0.0,,0.0,0.06,
3846,,0.0,0.17,0.0,0.17,
3847,0.28,,0.01,0.02,0.3,
3848,,,0.02,,0.02,
3849,,,,,,
3850,0.11,0.0,,0.01,0.12,
3851,0.05,0.0,,0.0,0.05,
3852,,,,,,
3853,0.03,0.02,,0.0,0.06,
3854,0.02,,,0.0,0.02,
3855,,0.0,0.02,0.0,0.02,
3856,0.07,0.0,0.0,0.01,0.08,
3857,0.03,0.01,0.11,0.0,0.16,
3858,,,,,,
3859,0.07,0.02,0.02,0.01,0.11,
3860,0.01,0.01,0.05,0.0,0.07,
3861,0.06,0.0,,0.0,0.06,
3862,0.02,0.0,,0.0,0.02,
3863,,,0.1,,0.1,
3864,0.1,,,0.01,0.11,
3865,0.11,0.07,,0.02,0.19,
3866,0.08,,,0.01,0.08,
3867,0.02,0.0,,0.0,0.02,
3868,0.1,,,0.01,0.11,
3869,0.01,,,0.0,0.01,
3870,,,0.3,,0.3,
3871,,,0.29,,0.29,
3872,,,0.19,,0.19,
3873,,,0.15,,0.15,
3874,,,0.14,,0.14,
3875,,,0.13,,0.13,
3876,,,0.1,,0.1,
3877,,,0.1,,0.1,
3878,,,0.07,,0.07,
3879,,,0.05,,0.05,
3880,,,0.03,,0.03,
3881,,,,,,
3882,,,,,,
3883,,,,,,
3884,,,,,,
3885,,,,,,
3886,,,,,,
3887,0.02,0.0,,0.0,0.02,
3888,,,,,,
3889,,,,,,
3890,,,,,,
3891,,,,,,
3892,,,,,,
3893,,,,,,
3894,,,,,,
3895,,,,,,
3896,,,,,,
3897,,,,,,
3898,,,,,,
3899,,,,,,
3900,,,,,,
3901,,,,,,
3902,,,,,,
3903,,,,,,
3904,,,,,,
3905,,,,,,
3906,,,,,,
3907,,,,,,
3908,,,,,,
3909,,,,,,
3910,,,,,,
3911,,,,,,
3912,,,,,,
3913,,,,,,
3914,,,,,,
3915,,,,,,
3916,,,,,,
3917,,,,,,
3918,,,,,,
3919,,,,,,
3920,,,,,,
3921,,,,,,
3922,,,,,,
3923,,,,,,
3924,,,,,,
3925,,,,,,
3926,,,,,,
3927,,,,,,
3928,,,,,,
3929,,,,,,
3930,,,,,,
3931,,,,,,
3932,,,,,,
3933,,,,,,
3934,,,,,,
3935,,,,,,
3936,,0.0,0.0,0.0,0.0,
3937,,,,,,
3938,,,,,,
3939,,,,,,
3940,,,,,,
3941,,,,,,
3942,,,,,,
3943,0.02,0.0,,0.0,0.03,
3944,,,,,,
3945,,,,,,
3946,,,,,,
3947,,,,,,
3948,,,,,,
3949,,,,,,
3950,,,,,,
3951,,,,,,
3952,,,,,,
3953,,,,,,
3954,,,,,,
3955,,,,,,
3956,,,,,,
3957,,,,,,
3958,,,,,,
3959,,,,,,
3960,,,,,,
3961,,,,,,
3962,,,,,,
3963,,,,,,
3964,,,,,,
3965,,,,,,
3966,0.06,0.3,0.21,0.03,0.6,
3967,0.07,0.02,0.23,0.04,0.36,
3968,0.03,0.01,,0.0,0.04,
3969,,,,,,
3970,,,0.09,,0.09,
3971,0.06,0.02,0.13,0.1,0.31,
3972,0.09,0.26,0.23,0.02,0.6,
3973,0.06,0.3,0.19,0.03,0.58,
3974,0.37,,,0.0,0.37,
3975,0.15,0.04,0.13,0.0,0.32,
3976,0.25,0.02,,0.0,0.27,
3977,,,0.19,0.0,0.19,
3978,,,0.05,0.05,0.1,
3979,0.05,,,0.0,0.05,
3980,0.04,,,0.0,0.04,
3981,,,,,,
3982,,,,,,
3983,0.16,0.04,0.05,0.0,0.25,
3984,0.01,0.26,0.22,0.02,0.51,
3985,,,0.18,,0.18,
3986,0.04,,,0.0,0.04,
3987,,,,,,
3988,0.44,0.1,0.04,0.05,0.64,
3989,0.06,0.02,0.05,0.0,0.13,
3990,,,,,,
3991,,,,,,
3992,,,,,,
3993,,,0.39,0.03,0.42,
3994,,,0.29,0.06,0.35,
3995,,,0.26,0.05,0.31,
3996,,,0.27,0.0,0.27,
3997,,,0.12,0.04,0.16,
3998,,,,,,
3999,,,,,,
4000,,,,,,
4001,,,,,,
4002,,,0.48,,0.48,
4003,,,0.06,0.0,0.06,
4004,0.32,0.05,0.25,0.01,0.63,
4005,,,0.36,,0.36,
4006,,,0.31,0.0,0.31,
4007,,,0.31,0.0,0.31,
4008,0.03,0.01,0.05,,0.09,
4009,,,0.06,0.0,0.06,
4010,,,,,,
4011,,,,,,
4012,,,,,,
4013,,,,,,
4014,,,0.18,,0.18,
4015,,,0.13,0.0,0.13,
4016,,,0.09,,0.09,
4017,,,,,,
4018,,,,,,
4019,,,,,,
4020,,,0.41,,0.41,
4021,,,0.28,0.0,0.28,
4022,,,0.27,,0.27,
4023,,,0.16,0.0,0.16,
4024,,,,,,
4025,,,,,,
4026,,,,,,
4027,,,,,,
4028,,,,,,
4029,,,,,,
4030,,,0.05,0.0,0.05,
4031,,,,,,
4032,,,,,,
4033,,,,,,
4034,,,,,,
4035,,,,,,
4036,,,0.45,,0.45,
4037,,,0.19,0.0,0.19,
4038,,,0.16,0.0,0.16,
4039,,,,,,
4040,0.26,0.07,,0.01,0.34,
4041,0.15,0.04,,0.01,0.19,
4042,0.09,0.02,,0.0,0.12,
4043,,,,,,
4044,,,0.05,0.0,0.05,
4045,,,,,,
4046,,,,,,
4047,0.12,0.03,,0.0,0.15,
4048,0.1,0.03,,0.0,0.13,
4049,0.01,0.0,,0.0,0.02,
4050,0.01,0.0,,0.0,0.01,
4051,0.01,0.0,,0.0,0.01,
4052,,,,,,
4053,,,,,,
4054,,,,,,
4055,,,,,,
4056,0.49,0.13,0.07,0.02,0.71,
4057,0.03,0.01,,0.0,0.04,
4058,0.04,0.01,,0.0,0.05,
4059,0.3,0.08,0.07,0.01,0.47,
4060,0.04,0.01,,0.0,0.05,
4061,0.03,0.01,,0.0,0.04,
4062,,,,,,
4063,,,,,,
4064,,,,,,
4065,0.06,0.01,,0.0,0.07,
4066,0.05,0.01,,0.0,0.06,
4067,0.03,0.01,,0.0,0.03,
4068,0.05,0.01,,0.0,0.07,
4069,,,0.11,0.0,0.12,
4070,,,0.1,0.0,0.1,
4071,,,0.09,0.0,0.1,
4072,,,,,,
4073,,,,,,
4074,,,,,,
4075,,,0.08,0.0,0.08,
4076,,,0.04,0.0,0.04,
4077,,,0.02,0.0,0.02,
4078,,,,,,
4079,0.02,0.0,,0.0,0.02,
4080,1.05,0.17,0.15,0.02,1.39,
4081,,,,,,
4082,,,,,,
4083,,,,,,
4084,,,,,,
4085,0.04,0.01,0.02,,0.07,
4086,,,,,,
4087,,,,,,
4088,0.54,0.06,0.62,0.01,1.23,
4089,,,1.2,,1.2,
4090,0.45,0.06,0.42,,0.93,
4091,0.4,0.07,0.37,0.01,0.85,
4092,,,,,,
4093,,,,,,
4094,,,,,,
4095,,,,,,
4096,,,,,,
4097,,,,,,
4098,,,,,,
4099,,,,,,
4100,,,,,,
4101,,,,,,
4102,,,,,,
4103,,,,,,
4104,,,,,,
4105,,,,,,
4106,,,,,,
4107,,,,,,
4108,,,,,,
4109,,,,,,
4110,,,,,,
4111,,,,,,
4112,,,,,,
4113,0.27,0.08,1.0,0.01,1.36,
4114,,,1.2,,1.2,
4115,,,,,,
4116,,,,,,
4117,,,,,,
4118,,,,,,
4119,,,,,,
4120,,,,,,
4121,,,,,,
4122,,,,,,
4123,,,,,,
4124,,,,,,
4125,,,,,,
4126,,,,,,
4127,,,,,,
4128,,,,,,
4129,,,,,,
4130,,,,,,
4131,,,,,,
4132,,,,,,
4133,,,,,,
4134,,,,,,
4135,,,,,,
4136,,,,,,
4137,,,,,,
4138,,,,,,
4139,,,,,,
4140,,,,,,
4141,,,,,,
4142,,,,,,
4143,,,,,,
4144,,,,,,
4145,,,,,,
4146,,,,,,
4147,,,,,,
4148,,,,,,
4149,,,,,,
4150,,,,,,
4151,,,,,,
4152,,,,,,
4153,,,0.06,,0.06,
4154,,,,,,
4155,0.67,0.25,,0.02,0.93,
4156,0.23,0.09,,0.01,0.32,
4157,0.18,0.07,,0.0,0.26,
4158,0.04,0.02,,0.0,0.06,
4159,0.01,0.0,,0.0,0.02,
4160,,,,,,
4161,,,,,,
4162,,,,,,
4163,,,,,,
4164,,,,,,
4165,,,,,,
4166,,,,,,
4167,,,,,,
4168,,,,,,
4169,,,,,,
4170,,,,,,
4171,,,,,,
