games_id,na_sales_in_millions,pal_sales_in_millions,jp_sales_in_millions,other_sales_in_millions,global_sales_in_millions,total_shipped_in_millions
897,0.11,0.08,0.35,0.04,0.57,
898,0.29,0.2,2.13,0.18,2.79,
899,0.26,0.17,2.13,,2.56,
900,,,0.2,0.01,0.21,
901,,,,,,
902,0.29,0.2,,0.03,0.52,
903,0.25,0.12,1.48,0.03,1.88,
904,0.06,0.04,0.12,0.01,0.23,
905,0.03,0.02,,0.0,0.05,
906,0.56,0.38,,0.07,1.0,
907,0.52,0.35,,0.06,0.94,
908,0.49,0.34,,0.06,0.89,
909,0.38,0.26,,0.05,0.69,
910,0.24,0.16,,0.03,0.43,
911,0.23,0.15,,0.03,0.4,
912,0.18,0.12,,0.02,0.33,
913,0.15,0.1,,0.02,0.27,
914,0.09,0.06,,0.01,0.16,
915,0.08,0.05,,0.01,0.14,
916,,,,,,
917,,,,,,
918,,,,,,
919,,,,,,
920,,,,,,
921,0.48,0.32,,0.06,0.86,
922,0.47,0.32,,0.06,0.85,
923,0.43,0.29,,0.05,0.78,
924,0.11,0.08,0.17,0.03,0.38,
925,0.17,0.12,,0.02,0.31,
926,0.16,0.11,,0.02,0.29,
927,0.13,0.09,,0.02,0.23,
928,,,,,,
929,,,0.06,,0.06,
930,,,,,,
931,,,,,,
932,,,,,,
933,,,,,,
934,,,,,,
935,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
939,,,,,,
940,,,,,,
941,,,,,,
942,,,,,,
943,,,,,,
944,,,,,,
945,,,,,,
946,,,,,,
947,,,,,,
948,,,,,,
949,,,,,,
950,,,,,,
951,,,,,,
952,,,,,,
953,,,,,,
954,,,,,,
955,,,,,,
956,,,,,,
957,,,,,,
958,,,,,,
959,,,,,,
960,,,,,,
961,,,,,,
962,,,,,,
963,,,,,,
964,,,,,,
965,,,,,,
966,,,,,,
967,,,,,,
968,,,,,,
969,,,,,,
970,,,,,,
971,,,,,,
972,,,,,,
973,,,,,,
974,,0.05,,0.02,0.07,
975,,,,,,
976,,,,,,
977,,,,,,
978,,,,,,
979,,,,,,
980,,,,,,
981,,,,,,
982,,,,,,
983,,,,,,
984,,,,,,
985,,,,,,
986,,,,,,
987,,,,,,
988,,,,,,
989,,,,,,
990,,,,,,
991,,,,,,
992,,,,,,
993,,,,,,
994,,,,,,
995,,,,,,
996,,,,,,
997,,,,,,
998,,,,,,
999,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1004,,,,,,
1005,,,,,,
1006,,,,,,
1007,0.01,0.06,,0.02,0.09,
1008,,,,,,
1009,,,,,,
1010,,,,,,
1011,,,,,,
1012,,,,,,
1013,,,,,,
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,
1018,,,,,,
1019,,,,,,
1020,,,,,,
1021,,,,,,
1022,,,,,,
1023,,,,,,
1024,,,,,,
1025,,,,,,
1026,,,,,,
1027,,,,,,
1028,,,,,,
1029,,,,,,
1030,,,,,,
1031,,,,,,
1032,,,,,,
1033,,,,,,
1034,,,,,,
1035,,,,,,
1036,,,,,,
1037,,,,,,
1038,,,,,,
1039,,,,,,
1040,,,,,,
1041,,,,,,
1042,,,,,,
1043,,,,,,
1044,,,,,,
1045,,,,,,
1046,,,,,,
1047,,,,,,
1048,,,,,,
1049,,,,,,
1050,,,,,,
1051,,,,,,
1052,,,,,,
1053,,,,,,
1054,,0.02,,0.0,0.02,
1055,,,,,,
1056,,,,,,
1057,,,,,,
1058,,,,,,
1059,,,,,,
1060,,,,,,
1061,,,,,,
1062,,,,,,
1063,,,,,,
1064,,,,,,
1065,,,,,,
1066,,,,,,
1067,,,,,,
1068,,,,,,
1069,,,,,,
1070,,,,,,
1071,,,,,,
1072,,,,,,
1073,,,,,,
1074,,,,,,
1075,,,,,,
1076,,,,,,
1077,,,,,,
1078,,,,,,
1079,,,,,,
1080,,,,,,
1081,,,,,,
1082,,,,,,
1083,,,,,,
1084,,,,,,
1085,,,,,,
1086,,,,,,
1087,,,,,,
1088,,,,,,
1089,,,,,,
1090,,,,,,
1091,,,,,,
1092,,,,,,
1093,,,,,,
1094,,,,,,
1095,,,,,,
1096,,,,,,
1097,,,,,,
1098,,,,,,
1099,,,,,,
1100,,,,,,
1101,,,,,,
1102,,,,,,
1103,,,,,,
1104,,,,,,
1105,,,,,,
1106,,,,,,
1107,,,,,,
1108,,,,,,
1109,,,,,,
1110,,,,,,
1111,,,,,,
1112,,,,,,
1113,,,,,,
1114,,,,,,
1115,,,,,,
1116,,,,,,
1117,,,,,,
1118,,,,,,
1119,,,,,,
1120,,,,,,
1121,,,,,,
1122,,,,,,
1123,,,,,,
1124,,,,,,
1125,,,,,,
1126,,,,,,
1127,,,,,,
1128,,,,,,
1129,,,,,,
1130,,,,,,
1131,,,,,,
1132,,,,,,
1133,,,,,,
1134,,,,,,
1135,,,,,,
1136,,,,,,
1137,,,,,,
1138,,,,,,
1139,,,,,,
1140,,,,,,
1141,,,,,,
1142,,,,,,
1143,,,,,,
1144,,,,,,
1145,,,,,,
1146,,,,,,
1147,,,,,,
1148,,,,,,
1149,,,,,,
1150,,,,,,
1151,,,,,,
1152,,,,,,
1153,,,,,,
1154,,,,,,
1155,,,,,,
1156,,,,,,
1157,,,,,,
1158,,,,,,
1159,,,,,,
1160,,,,,,
1161,,,,,,
1162,,,,,,
1163,,,,,,
1164,,,,,,
1165,,,,,,
1166,,,,,,
1167,,,,,,
1168,,,,,,
1169,,,,,,
1170,,,,,,
1171,,,,,,
1172,,,,,,
1173,,,,,,
1174,,,,,,
1175,,,,,,
1176,,,,,,
1177,,,,,,
1178,,,,,,
1179,,,,,,
1180,,,,,,
1181,,,,,,
1182,,,,,,
1183,,,,,,
1184,,,,,,
1185,,,,,,
1186,,,,,,
1187,,,,,,
1188,,,,,,
1189,,,,,,
1190,,,,,,
1191,,,,,,
1192,,,,,,
1193,,,,,,
1194,,,,,,
1195,,,,,,
1196,,,,,,
1197,,,,,,
1198,,,,,,
1199,,,,,,
1200,,,,,,
1201,,,,,,
1202,,,,,,
1203,,,,,,
1204,,,,,,
1205,,,,,,
1206,,,,,,
1207,,,,,,
1208,,,,,,
1209,,,,,,
1210,,,,,,
1211,,,,,,
1212,,,,,,
1213,,,,,,
1214,,,,,,
1215,,,,,,
1216,,,,,,
1217,,,,,,
1218,,,,,,
1219,,,,,,
1220,,,,,,
1221,,,,,,
1222,,,,,,
1223,,,,,,
1224,,,,,,
1225,,,,,,
1226,,,,,,
1227,,,,,,
1228,,,,,,
1229,,,,,,
1230,,,,,,
1231,,,,,,
1232,,,,,,
1233,,,,,,
1234,,,,,,
1235,,,,,,
1236,,,,,,
1237,,,,,,
1238,,,,,,
1239,,,,,,
1240,,,,,,
1241,,,,,,
1242,,,,,,
1243,,,,,,
1244,,,,,,
1245,,,,,,
1246,,,,,,
1247,,,,,,
1248,,,,,,
1249,,,,,,
1250,,,,,,
1251,,,,,,
1252,,,,,,
1253,,,,,,
1254,,,,,,
1255,,,,,,
1256,,,,,,
1257,,,0.0,,0.0,
1258,,,,,,
1259,,,,,,
1260,,,,,,
1261,,,,,,
1262,,,,,,
1263,,,,,,
1264,,,,,,
1265,,,,,,
1266,,,,,,
1267,,,,,,
1268,,,,,,
1269,,,,,,
1270,,,,,,
1271,,,,,,
1272,,,,,,
1273,,,,,,
1274,,,,,,
1275,,,,,,
1276,,,,,,
1277,,,,,,
1278,,,,,,
1279,,,,,,
1280,,,,,,
1281,,,,,,
1282,,,,,,
1283,,,,,,
1284,,,,,,
1285,,,,,,
1286,,,,,,
1287,,,,,,
1288,,,,,,
1289,,,,,,
1290,,,,,,
1291,0.43,0.91,0.31,1.16,2.82,
1292,,,,,,
1293,,,,,,
1294,,,,,,
1295,,,,,,
1296,,,,,,
1297,,,,,,
1298,,,,,,
1299,,,,,,
1300,,,,,,
1301,,,,,,
1302,,,,,,
1303,,,,,,
1304,,,,,,
1305,,,,,,
1306,,,,,,
1307,,,,,,
1308,,,,,,
1309,,,,,,
1310,,,,,,
1311,,,,,,
1312,,,,,,
1313,,,,,,
1314,,,,,,
1315,,,,,,
1316,,,,,,
1317,,,,,,
1318,,,,,,
1319,,,,,,
1320,,,,,,
1321,,,,,,
1322,,,,,,
1323,,,,,,
1324,,,,,,
1325,,,,,,
1326,,,,,,
1327,,,,,,
1328,,,,,,
1329,,,,,,
1330,,,,,,
1331,,,,,,
1332,,,,,,
1333,,,,,,
1334,,,,,,
1335,,,,,,
1336,,,,,,
1337,,,,,,
1338,,,,,,
1339,,,,,,
1340,,,,,,
1341,,,,,,
1342,,,,,,
1343,,,,,,
1344,,,,,,
1345,,,,,,
1346,,,,,,
1347,,,,,,
1348,,,,,,
1349,,,,,,
1350,,,,,,
1351,,,,,,
1352,,,,,,
1353,,,,,,
1354,,,,,,
1355,,,,,,
1356,,,,,,
1357,,,,,,
1358,,,,,,
1359,,,,,,
1360,,,,,,
1361,,,,,,
1362,,,,,,
1363,,,,,,
1364,,,,,,
1365,,,,,,
1366,,,,,,
1367,,,,,,45.26
1368,,,,,,7.0
1369,,,,,,10.0
1370,,,,,,7.76
1371,,,,,,2.25
1372,,,,,,1.79
1373,,,,,,1.77
1374,,,,,,1.7
1375,0.13,0.1,0.74,0.03,1.0,
1376,0.11,0.09,0.64,0.03,0.87,
1377,0.17,0.13,0.51,0.04,0.86,
1378,0.24,0.19,0.34,0.06,0.83,
1379,0.02,0.02,0.57,0.01,0.61,
1380,0.11,0.08,0.35,0.03,0.57,
1381,0.04,0.03,0.36,0.01,0.45,
1382,,,0.4,,0.4,
1383,0.11,0.09,0.12,0.03,0.34,
1384,,,0.33,,0.33,
1385,,,0.32,,0.32,
1386,,,0.25,,0.25,
1387,0.12,0.09,,0.03,0.25,
1388,,,0.19,,0.19,
1389,0.06,0.05,,0.02,0.13,
1390,0.04,0.03,,0.01,0.09,
1391,0.14,0.11,,0.04,0.29,
1392,0.01,0.01,,0.0,0.01,
1393,0.03,0.03,,0.01,0.07,
1394,0.03,0.02,,0.01,0.06,
1395,,,0.07,,0.07,
1396,,,0.05,,0.05,
1397,,,0.04,,0.04,
1398,,,0.03,,0.03,
1399,,,0.03,,0.03,
1400,,,0.02,,0.02,
1401,,,,,,
1402,,,,,,
1403,,,,,,
1404,,,,,,
1405,,,,,,
1406,,,,,,
1407,,,,,,
1408,,,0.01,,0.01,
1409,,,,,,
1410,,,0.06,,0.06,
1411,,,0.05,,0.05,
1412,,,,,,
1413,,,,,,
1414,,,0.03,,0.03,
1415,,,0.02,,0.02,
1416,,,0.01,,0.01,
1417,,,0.01,,0.01,
1418,,,,,,
1419,0.13,0.1,0.2,0.03,0.46,
1420,0.08,0.06,0.16,0.02,0.32,
1421,0.05,0.04,0.19,0.01,0.3,
1422,0.06,0.05,0.16,0.02,0.29,
1423,0.05,0.04,,0.01,0.11,
1424,0.04,0.03,,0.01,0.09,
1425,0.04,0.03,,0.01,0.09,
1426,,,0.08,,0.08,
1427,0.04,0.03,,0.01,0.08,
1428,0.04,0.03,,0.01,0.07,
1429,,,0.07,,0.07,
1430,0.03,0.03,,0.01,0.07,
1431,,,0.03,,0.03,
1432,,,,,,
1433,,,,,,
1434,,,,,,
1435,,,,,,
1436,,,,,,
1437,,,,,,
1438,,,,,,
1439,,,,,,
1440,,,,,,
1441,,,,,,
1442,,,,,,
1443,,,0.06,,0.06,
1444,,,,,,
1445,,,0.13,,0.13,
1446,0.02,0.01,0.07,0.0,0.1,
1447,,,0.09,,0.09,
1448,,,0.06,,0.06,
1449,,,0.06,,0.06,
1450,,,0.01,,0.01,
1451,,,0.01,,0.01,
1452,,,,,,
1453,,,,,,
1454,,,,,,
1455,,,,,,
1456,0.02,0.02,,0.01,0.05,
1457,,,0.13,,0.13,
1458,,,,,,
1459,,,,,,
1460,0.05,0.04,,0.01,0.11,
1461,0.03,0.02,,0.01,0.05,
1462,0.01,0.01,,0.0,0.03,
1463,,,,,,
1464,0.02,0.02,,0.01,0.05,
1465,0.03,0.03,,0.01,0.07,
1466,0.18,0.07,0.41,0.04,0.71,
1467,0.14,0.03,0.15,0.02,0.34,
1468,0.1,0.03,0.14,0.02,0.28,
1469,0.04,0.05,0.16,0.01,0.26,
1470,,,0.23,,0.23,
1471,,,0.03,,0.03,
1472,,,0.01,,0.01,
1473,,,0.01,,0.01,
1474,,,,,,
1475,,,0.05,,0.05,
1476,,,0.04,,0.04,
1477,,,0.02,,0.02,
1478,,,0.01,,0.01,
1479,,,0.13,,0.13,
1480,,0.0,0.0,0.0,0.01,
1481,,,,,,
1482,0.06,0.0,0.22,0.01,0.29,
1483,0.07,0.0,0.11,0.01,0.19,
1484,,,0.11,,0.11,
1485,,,0.05,,0.05,
1486,0.04,0.0,,0.0,0.05,
1487,,,0.04,,0.04,
1488,,,0.05,,0.05,
1489,,,0.1,,0.1,
1490,,,0.04,,0.04,
1491,,,0.02,,0.02,
1492,,,0.01,,0.01,
1493,,,,,,
1494,,,,,,
1495,,,,,,
1496,,,,,,
1497,,,,,,
1498,,,0.06,,0.06,
1499,,,0.04,,0.04,
1500,,,0.03,,0.03,
1501,,,0.03,,0.03,
1502,,,0.04,,0.04,
1503,,,,,,
1504,,,,,,
1505,,,,,,
1506,,,,,,
1507,,,,,,
1508,0.02,0.0,0.18,0.0,0.2,
1509,,,0.02,,0.02,
1510,0.03,0.0,,0.0,0.04,
1511,,,0.06,,0.06,
1512,0.11,0.0,0.04,0.01,0.15,
1513,,,0.01,,0.01,
1514,,,,,,
1515,,,0.01,,0.01,
1516,,,0.0,,0.0,
1517,,,0.0,,0.0,
1518,,,,,,
1519,,,,,,
1520,0.08,0.0,0.01,0.01,0.1,
1521,,0.01,0.02,0.0,0.02,
1522,,0.0,,0.0,0.0,
1523,,,0.01,,0.01,
1524,,0.0,,0.0,0.0,
1525,,,,,,
1526,,,,,,
1527,,,,,,
1528,,,,,,
1529,,,,,,
1530,,,,,,
1531,,,,,,
1532,,,,,,
1533,,,,,,
1534,,,,,,
1535,,,,,,
1536,,,,,,
1537,,,,,,
1538,,,,,,
1539,,,,,,
1540,,,,,,
1541,,,,,,
1542,,,,,,
1543,,,,,,
1544,,,,,,
1545,,,,,,
1546,,,,,,
1547,,,,,,
1548,,,,,,
1549,,,,,,
1550,,,,,,
1551,,,,,,
1552,,,,,,
1553,,,,,,
1554,0.15,0.06,0.06,0.02,0.3,
1555,0.16,0.02,0.04,0.02,0.24,
1556,0.17,0.01,,0.02,0.2,
1557,0.11,0.01,,0.01,0.13,
1558,0.08,0.01,,0.01,0.09,
1559,0.07,0.01,,0.01,0.08,
1560,0.04,0.0,0.01,0.0,0.06,
1561,0.03,0.0,0.01,0.0,0.04,
1562,,,0.01,,0.01,
1563,,,,,,
1564,,,0.0,,0.0,
1565,,,,,,
1566,0.12,0.0,,0.01,0.13,
1567,0.09,0.06,0.11,0.02,0.27,
1568,0.04,0.03,,0.0,0.07,
1569,,,,,,
1570,,,,,,
1571,,,,,,
1572,,,,,,
1573,,,0.14,0.01,0.15,
1574,0.03,0.02,,0.0,0.05,
1575,0.03,0.02,,0.0,0.05,
1576,,,0.04,0.0,0.04,
1577,,,,,,
1578,,,,,,
1579,,,,,,
1580,,,,,,
1581,,,,,,
1582,,,,,,
1583,,,,,,
1584,,,,,,
1585,,,,,,
1586,,,,,,
1587,,,,,,
1588,,,,,,
1589,,,,,,
1590,,,,,,
1591,,,,,,
1592,,,0.14,0.01,0.15,
1593,,,,,,
1594,,,,,,
1595,,,0.19,0.01,0.2,
1596,0.05,0.03,0.04,0.01,0.13,
1597,,,,,,
1598,,,,,,
1599,,,,,,
1600,,,,,,
1601,,,0.13,0.01,0.14,
1602,,,,,,
1603,,,,,,
1604,,,,,,
1605,,,,,,
1606,,,,,,
1607,,,,,,
1608,,,,,,
1609,,,,,,
1610,,,,,,
1611,,,,,,
1612,,,,,,
1613,0.12,0.03,,0.01,0.16,
1614,0.06,0.02,,0.0,0.08,
1615,0.05,0.02,,0.0,0.07,
1616,0.04,0.01,,0.0,0.05,
1617,0.0,0.0,,0.0,0.0,
1618,0.04,0.01,0.04,0.0,0.09,
1619,,,,,,
1620,0.04,0.0,0.03,0.0,0.07,
1621,,,0.03,,0.03,
1622,,,0.05,,0.05,
1623,,,,,,
1624,,,0.04,,0.04,
1625,0.05,,0.02,0.0,0.07,
1626,,,,,,
1627,0.06,,,0.0,0.06,
1628,,,0.03,,0.03,
1629,,,0.04,,0.04,
1630,,,0.03,,0.03,
1631,,,0.02,,0.02,
1632,,,0.01,,0.01,
1633,,,,,,
1634,,,,,,
1635,,,,,,
1636,0.07,,,0.01,0.08,
1637,,,0.02,,0.02,
1638,,,0.01,,0.01,
1639,0.07,,0.0,0.01,0.07,
1640,,,,,,
1641,,,,,,
1642,,,,,,
1643,,,,,,
1644,,,,,,
1645,,,,,,
1646,,,,,,
1647,,,,,,
1648,,,,,,
1649,,,,,,
1650,,,,,,
1651,,,,,,
1652,0.17,0.04,,0.0,0.21,
1653,,,,,,
1654,,,,,,
1655,,,,,,
1656,,,,,,
1657,,,,,,
1658,,,,,,
1659,,,0.53,,0.53,
1660,,,0.3,,0.3,
1661,,,,,,
1662,0.3,,0.32,,0.62,
1663,,,0.29,,0.29,
1664,,,0.28,0.0,0.28,
1665,,,0.25,,0.25,
1666,,,0.17,0.0,0.17,
1667,,,,,,
1668,,,,,,
1669,,,,,,
1670,,,,,,
1671,,,,,,
1672,,,,,,
1673,,,,,,
1674,,,,,,
1675,,,,,,
1676,,,,,,
1677,,,,,,
1678,,,,,,
1679,,,,,,
1680,,,,,,
1681,,,,,,
1682,,,,,,
1683,,,,,,
1684,,,0.53,,0.53,
1685,0.03,0.01,0.04,0.0,0.09,
1686,,,,,,
1687,,,,,,
1688,,,,,,
1689,,,,,,
1690,,,,,,
1691,,,,,,
1692,,,,,,
1693,,,,,,
1694,,,,,,
1695,,,,,,
1696,,,,,,
1697,,,,,,
1698,,,,,,
1699,,,,,,
1700,,,,,,
1701,,,,,,
1702,,,,,,
1703,,,,,,
1704,,,,,,
1705,,,,,,
1706,,,,,,
1707,,,,,,
1708,,,,,,
1709,,,,,,
1710,,,,,,
1711,,,,,,
1712,,,,,,
1713,,,,,,
1714,,,,,,
1715,,,,,,
1716,,,,,,
1717,,,,,,
1718,,,,,,
1719,,,,,,
1720,,,,,,
1721,,,,,,
1722,,,,,,
1723,,,,,,
1724,,,,,,
1725,,,,,,
1726,,,,,,
1727,,,,,,
1728,,,,,,
1729,,,,,,
1730,,,,,,
1731,,,,,,
1732,,,,,,
1733,,,,,,
1734,,,,,,
1735,,,,,,
1736,,,,,,
1737,,,,,,
1738,,,,,,
1739,,,,,,
1740,,,,,,
1741,,,,,,
1742,,,0.12,,0.12,
1743,,,0.11,0.0,0.11,
1744,,,,,,
1745,,,,,,
1746,,,,,,
1747,,,,,,
1748,,,,,,
1749,,,,,,
1750,,,,,,
1751,,,,,,
1752,,,,,,
1753,,,,,,
1754,,,,,,
1755,,,,,,
1756,,,,,,
1757,,,,,,
1758,,,,,,
1759,,,,,,
1760,,,,,,
1761,,,,,,
1762,,,,,,
1763,,,,,,
1764,,,,,,
1765,,,,,,
1766,,,,,,
1767,,,,,,
1768,,,,,,
1769,,,,,,
1770,,,,,,
1771,,,,,,
1772,,,,,,
1773,,,,,,
1774,,,,,,
1775,,,,,,
1776,,,,,,
1777,,,,,,
1778,,,,,,
1779,,,,,,
1780,,,,,,
1781,,,,,,
1782,,,,,,
1783,,,,,,
1784,,,,,,
1785,,,,,,
1786,,,,,,
1787,,,,,,
1788,,,,,,22.0
1789,,,,,,4.0
1790,,,,,,3.2
1791,,,,,,105.0
1792,,,,,,14.0
1793,,,,,,8.4
1794,,,,,,4.4
1795,,,,,,7.9
1796,,,,,,45.0
1797,,,,,,9.7
1798,,,,,,36.0
1799,,,,,,4.2
1800,,,,,,65.0
1801,,,,,,5.5
1802,,,,,,3.2
1803,,,,,,6.3
1804,,,,,,1.4
1805,,,,,,1.2
1806,,,,,,3.2
1807,,,,,,4.0
1808,,,,,,3.83
1809,0.14,0.25,0.11,0.07,0.57,
1810,0.1,0.06,0.02,0.03,0.21,
1811,0.06,0.06,0.04,0.02,0.18,
1812,0.06,,0.02,0.01,0.1,
1813,0.01,,0.09,0.0,0.1,
1814,0.05,,0.01,0.01,0.07,
1815,0.04,,0.02,0.01,0.07,
1816,,,0.05,,0.05,
1817,,,,,,
1818,,,,,,
1819,0.07,0.18,0.07,0.05,0.37,
1820,0.08,0.05,,0.03,0.16,
1821,0.07,,0.01,0.02,0.1,
1822,,,0.03,,0.03,
1823,,,0.02,,0.02,
1824,,,,,,
1825,,,,,,
1826,,,,,,
1827,,,,,,
1828,,,,,,
1829,,,,,,
1830,0.64,0.42,0.12,0.22,1.39,
1831,0.36,0.19,0.04,0.11,0.7,
1832,0.19,,0.02,0.04,0.26,
1833,0.11,0.07,0.02,0.04,0.24,
1834,,,0.01,,0.01,
1835,,,,,,
1836,0.09,0.03,0.03,0.03,0.17,
1837,,,0.01,,0.01,
1838,,,0.01,,0.01,
1839,0.07,0.07,0.03,0.03,0.21,
1840,,,0.09,,0.09,
1841,,,0.01,,0.01,
1842,,,,,,
1843,0.1,,0.05,0.02,0.17,
1844,,,0.04,,0.04,
1845,0.04,,0.02,0.01,0.08,
1846,,,0.05,,0.05,
1847,,,0.03,,0.03,
1848,,,0.02,,0.02,
1849,,,,,,
1850,0.12,0.13,,0.05,0.31,
1851,0.16,0.12,0.03,0.06,0.36,
1852,,,,,,
1853,,,,,,
1854,,,,,,0.57
1855,,,,,,2.16
1856,,,,,,1.7
1857,,,,,,1.52
1858,,,,,,1.4
1859,,,,,,1.3
1860,,,,,,1.0
1861,0.15,0.12,0.34,0.04,0.64,
1862,0.13,0.1,,0.03,0.27,
1863,,,0.26,,0.26,
1864,0.03,0.03,0.18,0.01,0.25,
1865,,,0.2,,0.2,
1866,0.07,0.05,,0.02,0.14,
1867,,,0.01,,0.01,
1868,,,,,,
1869,,,,,,
1870,,,,,,
1871,,,,,,
1872,,,,,,
1873,,,,,,2.1
1874,,,,,,
1875,0.31,0.24,0.13,0.08,0.76,
1876,0.22,0.17,0.3,0.06,0.75,
1877,0.32,0.25,,0.08,0.66,
1878,0.06,0.05,,0.02,0.12,
1879,,,0.01,,0.01,
1880,,,0.01,,0.01,
1881,,,,,,
1882,,,,,,
1883,0.12,0.09,,0.03,0.24,
1884,0.38,0.29,,0.1,0.77,
1885,0.22,0.17,0.14,0.06,0.58,
1886,0.14,0.11,,0.04,0.29,
1887,0.1,0.08,,0.03,0.21,
1888,0.19,0.15,,0.05,0.39,
1889,,,0.63,,0.63,
1890,0.11,0.08,0.28,0.03,0.5,
1891,,,0.23,,0.23,
1892,0.09,0.07,,0.02,0.19,
1893,0.09,0.07,,0.02,0.18,
1894,0.07,0.06,0.08,0.02,0.22,
1895,,,,,,
1896,,,,,,2.3
1897,0.01,0.01,,0.0,0.03,
1898,,,,,,2.02
1899,0.05,0.04,0.23,0.01,0.33,
1900,,,,,,1.45
1901,0.03,0.03,,0.01,0.07,
1902,0.06,0.04,,0.01,0.12,
1903,0.22,0.17,0.05,0.06,0.51,
1904,,,,,,
1905,0.04,0.03,0.0,0.01,0.09,
1906,0.14,0.11,,0.04,0.28,
1907,0.1,0.08,,0.03,0.21,
1908,,,0.07,,0.07,
1909,0.11,0.03,0.15,0.34,0.63,
1910,0.03,0.02,,0.01,0.05,
1911,0.16,0.12,,0.04,0.32,
1912,0.19,0.15,0.17,0.05,0.57,
1913,0.04,0.03,0.09,0.01,0.17,
1914,0.17,0.13,,0.04,0.35,
1915,0.15,0.12,,0.04,0.3,
1916,0.03,0.02,,0.01,0.06,
1917,,,0.14,,0.14,
1918,0.03,0.02,,0.01,0.05,
1919,0.03,0.02,,0.01,0.05,
1920,,,0.05,,0.05,
1921,0.09,0.07,,0.02,0.19,
1922,0.1,0.08,0.12,0.03,0.33,
1923,0.29,0.22,,0.08,0.59,
1924,0.02,0.01,,0.0,0.03,
1925,,,,,,
1926,0.32,0.25,0.2,0.08,0.85,
1927,,,,,,
1928,,,0.02,,0.02,
1929,,,,,,
1930,0.11,0.08,0.02,0.03,0.24,
1931,,,,,,
1932,0.1,0.08,,0.03,0.2,
1933,0.01,0.0,,0.21,0.22,
1934,0.05,0.04,,0.01,0.1,
1935,0.02,0.01,,0.0,0.03,
1936,0.02,0.01,,0.0,0.04,
1937,1.96,1.42,1.08,0.64,5.1,
1938,0.88,0.97,0.88,0.39,3.12,
1939,0.58,0.45,0.34,0.2,1.58,
1940,0.14,0.32,0.22,0.09,0.76,
1941,,,,,,0.72
1942,0.17,0.04,0.4,0.02,0.64,
1943,0.06,0.05,0.17,0.02,0.3,
1944,,,0.22,,0.22,
1945,,,0.18,,0.18,
1946,,,0.04,,0.04,
1947,,0.0,,0.0,0.0,
1948,,,,,,
1949,,,,,,
1950,,0.0,,0.0,0.0,
1951,0.81,0.28,0.11,0.15,1.36,
1952,0.42,0.22,0.1,0.1,0.84,
1953,,0.04,0.04,0.01,0.1,
1954,,,,,,
1955,,,0.27,,0.27,
1956,0.41,0.48,0.72,0.16,1.76,
1957,,,0.5,,0.5,
1958,,,0.05,,0.05,
1959,,,0.04,,0.04,
1960,,,,,,
1961,0.29,0.34,0.2,0.12,0.95,
1962,0.31,0.17,0.07,0.08,0.64,
1963,,,0.09,,0.09,
1964,0.24,0.29,0.19,0.1,0.81,
1965,0.43,0.57,0.15,0.22,1.37,
1966,0.11,0.08,0.1,0.03,0.32,
1967,0.01,0.04,,0.01,0.05,
1968,,,0.09,,0.09,
1969,,,0.02,,0.02,
1970,,,,,,
1971,,0.01,,0.0,0.01,
1972,,,,,,
1973,,,,,,
1974,,,,,,
1975,,,,,,
1976,,,,,,
1977,,,,,,
1978,,,0.01,,0.01,
1979,0.2,0.12,0.06,0.05,0.43,
1980,,,,,,
1981,0.18,0.12,,0.05,0.35,
1982,0.1,0.18,,0.05,0.34,
1983,,,0.05,,0.05,
1984,,,0.14,,0.14,
1985,,,,,,0.48
1986,2.04,1.05,0.59,0.52,4.19,
1987,,,,,,1.15
1988,,,,,,0.74
1989,,,0.03,,0.03,
1990,,,0.02,,0.02,
1991,0.07,0.24,,0.08,0.39,
1992,0.05,0.13,,0.04,0.22,
1993,0.04,0.1,,0.03,0.17,
1994,0.07,0.05,0.06,0.03,0.21,
1995,0.48,0.24,0.36,0.1,1.18,
1996,,,,,,
1997,,,,,,
1998,,,,,,
1999,0.24,0.2,0.22,0.04,0.71,
2000,,,,,,
2001,,,,,,
2002,0.09,0.08,0.03,0.02,0.22,
2003,0.06,,,0.01,0.07,
2004,,,,,,
2005,,,,,,
2006,,,,,,
2007,,,,,,
2008,,,,,,
2009,,,,,,
2010,,,,,,
2011,,,0.26,,0.26,
2012,0.08,0.0,,0.01,0.1,
2013,0.27,0.01,0.02,0.03,0.33,
2014,0.13,0.0,,0.01,0.15,
2015,,,0.0,,0.0,
2016,0.26,0.0,0.03,0.03,0.33,
2017,0.27,0.01,,0.03,0.31,
2018,0.12,0.01,,0.02,0.14,
2019,0.07,0.0,,0.01,0.08,
2020,,,0.05,,0.05,
2021,,,0.01,,0.01,
2022,,,,,,
2023,0.01,0.0,,0.0,0.01,
2024,,,,,,4.9
2025,,,,,,2.4
2026,,,,,,1.3
2027,0.0,0.03,,0.01,0.04,
2028,,,0.01,,0.01,
2029,,,,,,
2030,,,,,,
2031,,,,,,3.8
2032,0.09,,,0.02,0.11,
2033,,,,,,
2034,,,,,,
2035,,,,,,
2036,0.27,0.0,,0.02,0.3,
2037,0.08,0.0,,0.01,0.09,
2038,,,0.08,,0.08,
2039,,,0.06,,0.06,
